id,old_name,new_name,link,status
-1003841747304,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅶2️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟭］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+uiH0bBsfby5mZjkx,MUTADO
-1003877813980,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅳2️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟮］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+BJ8EF5RDkVI2OGM5,MUTADO
-1003823016289,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅳3️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟯］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+MD3MnRRTJQczZGYx,
-1003891291833,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅳1️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟰］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+0u5_YrXvttQ4MWJh,
-1003785593247,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅴0️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟱］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+Xl_1ruWtmqlkOTEx,
-1003766155025,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅳6️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟲］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+428nFJknIOo2OGI5,
-1003758148004,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅵5️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟳］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+wHiaTv-LeapiOTYx,
-1003793924260,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅴8️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟴］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+RKocAnkIkF0xMzhh,
-1003800119707,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅴7️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟬𝟵］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+qUdfD7PXD9NkYjdh,
-1003750774457,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅵0️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗕𝟭𝟬］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+j3kbcNe2gLI2OWI5,
-1003857764698,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅴4️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟭］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+buVydUszwhozZGRh,
-1003300660689,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅴9️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟮］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+WHKr-Sr_Ui05N2I5,
-1003342112934,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅵4️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟯］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+phRmozG-tPEyNWQ5,
-1003177899631,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅴5️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟰］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+20Vf3WcMQnE2Mzdh,
-1003590744939,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅵6️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟱］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+ueXZO6WcNwAwNWEx,
-1003808835736,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅴6️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟲］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+NgtRvLGEA84wYTk5,
-1003842144510,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅵7️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟳］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+-kSUXlrqz8plNzUx,
-1003817172815,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅲5️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟴］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+oUYJz0m7e145ZTMx,
-1003365596582,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅱️6️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟬𝟵］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+NpwQG7VLh7U5MzYx,
-1003489031617,🕵🏽‍♂️ ＣＯＮＳＵＬＴΛＳ ＧＲΛＴＩＳ 🅰️3️⃣ ⚡️ 〘 🅿️🆄🆇🅰️ 🅵🅰️🅲🅸🅻 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗖𝟭𝟬］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+NTFp9mg9uew0Yzhh,
-5125782392,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,🕵️‍♂️ 𝗩Λ𝗥𝗥𝗘𝗗𝗨𝗥Λ 𝗚𝗥Λ́𝗧𝗜𝗦 ［#𝗗𝟬𝟭］ ⚡️ 〘 𝗜Λ 𝗗𝗘𝗧𝗘𝗧𝗜𝗩𝗘 〙,https://t.me/+Wxa_KjJzYi0xNmU5,
